PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1132597,309247,8,"WWL DHOTEL INVESTORS, L.L.C.",EXPRESSION LAVAZZA,04/16/2018,12/01/2018,04/16/2018,140 E WALTON PL,140,140,E,WALTON,PL,CHICAGO,IL,60611,2,29,2-29,18,41.900118457,-87.623980519,"(41.90011845725853, -87.62398051946951)"
1132281,344807,1,"844 WEST MONTROSE, INC.",RESERVOIR,04/16/2018,12/01/2018,04/16/2018,844 W MONTROSE AVE,844,844,W,MONTROSE,AVE,CHICAGO,IL,60613,46,47,46-47,19,41.961926644,-87.651720307,"(41.96192664359972, -87.65172030674927)"
1132738,317802,1,"845 W. FULTON, LLC",THE PUBLICAN,04/13/2018,12/01/2018,04/11/2018,837 W FULTON MARKET,837,837,W,FULTON MARKET,,CHICAGO,IL,60607,27,1,27-1,12,41.886669847,-87.648905008,"(41.88666984658428, -87.64890500808553)"
1132699,421767,1,DOLLOP WELLS LLC,DOLLOP COFFEE CO.,04/13/2018,12/01/2018,04/13/2018,643 N WELLS ST,643,643,N,WELLS,ST,CHICAGO,,60654,42,39,42-39,18,41.893735355,-87.63397876,"(41.893735355324324, -87.63397876044762)"
1132685,253657,2,"TERROIR RESTAURANT, INC.",AVEC,04/13/2018,12/01/2018,04/11/2018,615 W RANDOLPH ST,615,615,W,RANDOLPH,ST,CHICAGO,IL,60661,42,21,42-21,1,41.884321041,-87.643424753,"(41.88432104069269, -87.64342475334716)"
1132684,38029,1,"PRESTIGE RESTAURANT, INC.",BLACKBIRD,04/13/2018,12/01/2018,04/11/2018,619 W RANDOLPH ST,619,619,W,RANDOLPH,ST,CHICAGO,IL,60661,42,21,42-21,1,41.884320409,-87.6436014,"(41.884320409140116, -87.64360139964732)"
1132625,50161,18,"LUMA, LLC",LOU MALNATI'S PIZZERIA,04/13/2018,12/01/2018,04/12/2018,1235 W RANDOLPH ST,1235,1235,W,RANDOLPH,ST,CHICAGO,IL,60607,27,7,27-7,12,41.884113577,-87.658081674,"(41.88411357669396, -87.6580816735995)"
1132617,389334,1,TRYZUB RESTAURANT LLC,TRYZUB RESTAURANT,04/13/2018,12/01/2018,04/12/2018,2201 W CHICAGO AVE,2201,2201,W,CHICAGO,AVE,CHICAGO,IL,60622,1,6,1-6,12,41.895715043,-87.682067929,"(41.89571504250543, -87.6820679286672)"
1132615,398030,1,HRDS Foods LLC,Hakka Bakka,04/13/2018,12/01/2018,04/03/2018,1251 W FULLERTON AVE,1251,1251,W,FULLERTON,AVE,CHICAGO,IL,60614,43,47,43-47,18,41.925152537,-87.660408827,"(41.925152536571794, -87.6604088265156)"
1132587,404074,1,"PICKLE JAR, LLC",LITTLE PICKLE,04/13/2018,12/01/2018,04/13/2018,3703 W FULLERTON AVE,3703,3703,W,FULLERTON,AVE,CHICAGO,,60647,35,21,35-21,25,41.924461912,-87.719575476,"(41.924461911888464, -87.71957547584789)"
1132573,23035,1,"MARMALADE CHICAGO, INC.",MARMALADE CHICAGO,04/13/2018,12/01/2018,04/12/2018,1969 W MONTROSE AVE,1969,1969,W,MONTROSE,AVE,CHICAGO,IL,60613,47,37,47-37,19,41.961352019,-87.678717191,"(41.96135201922715, -87.67871719069123)"
1132537,391404,1,NEAT EATS L.L.C.,FAHLSTROM'S FRESH FISH MARKET,04/13/2018,12/01/2018,04/12/2018,1258 W BELMONT AVE,1258,1258,W,BELMONT,AVE,CHICAGO,IL,60657,44,9,44-9,19,41.939908646,-87.661384971,"(41.93990864618914, -87.66138497136954)"
1132507,382152,1,THE QUEEN MARY LLC,THE QUEEN MARY,04/13/2018,12/01/2018,04/12/2018,2125 W DIVISION ST,2125,2125,W,DIVISION,ST,CHICAGO,IL,60622,2,12,2-12,12,41.903019956,-87.680727345,"(41.90301995592609, -87.6807273446013)"
1132455,383292,1,PREMIER GROUP FG INC.,LA STRADA CAFE,04/13/2018,12/01/2018,04/12/2018,2023 N CALIFORNIA AVE,2023,2023,N,CALIFORNIA,AVE,CHICAGO,IL,60647,1,13,1-13,14,41.918216514,-87.697074803,"(41.918216513718804, -87.69707480291272)"
1132441,212791,1,"T.J. RIBS OF CHICAGO, L.L.C.",Howl at the Moon,04/13/2018,12/01/2018,04/11/2018,26-30 W HUBBARD ST,26,26-30,W,HUBBARD,ST,CHICAGO,IL,60610,42,55,42-55,18,41.890158699,-87.629000582,"(41.890158698721514, -87.62900058152663)"
1132419,50161,20,"LUMA, LLC",LOU MALNATI'S PIZZERIA,04/13/2018,12/01/2018,04/12/2018,439 N WELLS ST,439,439,N,WELLS,ST,CHICAGO,IL,60610,42,46,42-46,18,41.890314055,-87.633889126,"(41.89031405541385, -87.63388912638885)"
1132417,280982,1,"POPI/NAN, LLC",PATSY'S PLACE,04/13/2018,12/01/2018,04/11/2018,2825 N LINCOLN AVE,2825,2825,N,LINCOLN,AVE,CHICAGO,IL,60657,32,8,32-8,19,41.933218475,-87.65942137,"(41.93321847508229, -87.65942136953332)"
1132384,409781,1,Metric west fulton shop inc,METRIC COFFEE CAFE,04/13/2018,12/01/2018,04/11/2018,2021 W FULTON ST,2021,2021,W,FULTON,ST,CHICAGO,IL,60612,27,27,27-27,12,41.886649247,-87.677669426,"(41.886649246847924, -87.67766942610925)"
1132375,50161,5,"LUMA, LLC",LOU MALNATI'S PIZZERIA,04/13/2018,12/01/2018,04/12/2018,805 S STATE ST,805,805,S,STATE,ST,CHICAGO,IL,60605,4,58,4-58,1,41.871698689,-87.62737565,"(41.8716986890444, -87.62737565048037)"
1132369,399869,3,"H Guys, LLC Chicago",THE HALAL GUYS,04/13/2018,12/01/2018,04/12/2018,180 N WABASH AVE,180,180,N,WABASH,AVE,CHICAGO,IL,60601,42,9,42-9,1,41.885353704,-87.626413285,"(41.885353703982936, -87.62641328540737)"
1132320,389444,1,Dollop pvb LLC,Dollop Coffee Co at the Fisher Building,04/13/2018,12/01/2018,04/13/2018,343 S DEARBORN ST,343,343,S,DEARBORN,ST,CHICAGO,IL,60604,4,49,4-49,1,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)"
1132293,407383,1,"MADISON ROOM, LLC",THE MADISON BAR + KITCHEN / WEST LOOP SUSHI,04/13/2018,12/01/2018,04/13/2018,1027 W MADISON ST,1027,1027,W,MADISON,ST,CHICAGO,IL,60607,25,16,25-16,12,41.881571094,-87.653132845,"(41.881571094035266, -87.65313284498924)"
1132283,1797,1,"GREEK ISLANDS RESTAURANT, INC.",GREEK ISLANDS RESTAURANT,04/13/2018,12/01/2018,04/13/2018,200 S HALSTED ST,200,200,S,HALSTED,ST,CHICAGO,IL,60661,27,58,27-58,12,41.879183093,-87.647426234,"(41.87918309269135, -87.64742623446782)"
1132212,384562,1,"TACOS TEQUILAS ON THE LAKE, INC.",TACOS TEQUILAS,04/13/2018,12/01/2018,04/13/2018,2919 N MILWAUKEE AVE,2919,2919,N,MILWAUKEE,AVE,CHICAGO,IL,60618,35,6,35-6,14,41.934392895,-87.715899889,"(41.934392894503155, -87.71589988857131)"
1132120,50161,2,"LUMA, LLC",Lou Malnati's Pizzeria,04/13/2018,12/01/2018,04/11/2018,956-58 W WRIGHTWOOD AVE,956,956-58,W,WRIGHTWOOD,AVE,CHICAGO,IL,60614,43,22,43-22,19,41.929119949,-87.653591862,"(41.92911994883241, -87.65359186197217)"
1132119,50161,21,"LUMA, LLC",LOU MALNALTI'S PIZZERIA,04/13/2018,12/01/2018,04/12/2018,4340 N LINCOLN AVE,4340,4340,N,LINCOLN,AVE,CHICAGO,IL,60618,47,8,47-8,19,41.96074325,-87.6835484,"(41.96074324981876, -87.68354840044978)"
1132083,86412,2,"SULLIVAN'S OF ILLINOIS, INC.",SULLIVAN'S STEAKHOUSE,04/13/2018,12/01/2018,04/13/2018,415 N DEARBORN ST,415,415,N,DEARBORN,ST,CHICAGO,IL,60610,42,55,42-55,18,41.889783087,-87.6294536,"(41.88978308717147, -87.62945360013103)"
1131994,376535,1,BREAKFAST HOUSE RESTAURANT INC.,BREAKFAST HOUSE RESTAURANT INC.,04/13/2018,12/01/2018,04/11/2018,1800 W GRAND AVE,1800,1800,W,GRAND,AVE,CHICAGO,IL,,1,35,1-35,12,41.891011186,-87.672147458,"(41.89101118647223, -87.67214745847454)"
1131532,316315,1,"CHOCOLAT, LLC",ALLIANCE BAKERY,04/13/2018,12/01/2018,03/16/2018,1736 W DIVISION ST,1736,1736,W,DIVISION,ST,CHICAGO,IL,60622,1,5,1-5,14,41.903389919,-87.671521816,"(41.90338991864267, -87.671521816288)"
1131208,397421,1,"M&O GOURMET, LLC",PASTORAL / APPELLATION,04/13/2018,12/01/2018,04/13/2018,5212-5214 N CLARK ST,5212,5212-5214,N,CLARK,ST,CHICAGO,IL,60640,40,43,40-43,20,41.976592641,-87.668557242,"(41.9765926405371, -87.66855724217827)"
1132735,346746,2,"NOHEA CAFE, LLC",NOHEA CAFE,04/12/2018,12/01/2018,04/12/2018,1312 W MADISON ST,1312,1312,W,MADISON,ST,CHICAGO,IL,,27,7,27-7,12,41.881673022,-87.66030288,"(41.88167302226169, -87.66030287992851)"
1132640,355752,1,"GOLD BUG ENTERPRISES, LLC",WEBSTER'S,04/12/2018,12/01/2018,04/12/2018,2601-2603 N MILWAUKEE AVE,2601,2601-2603,N,MILWAUKEE,AVE,CHICAGO,IL,60647,32,7,32-7,14,41.928849099,-87.706817213,"(41.92884909944806, -87.7068172134966)"
1132639,344481,1,"CIAO NAPOLI PIZZERIA, INC.",RENO,04/12/2018,12/01/2018,04/12/2018,2607 N MILWAUKEE AVE,2607,2607,N,MILWAUKEE,AVE,CHICAGO,IL,60647,32,7,32-7,14,41.929110009,-87.707238997,"(41.929110009263226, -87.70723899728986)"
1132619,392603,1,EZK CORPORATION,KAFENIO,04/12/2018,12/01/2018,04/12/2018,162 E OHIO ST,162,162,E,OHIO,ST,CHICAGO,IL,60611,42,53,42-53,18,41.892666897,-87.622866011,"(41.89266689703108, -87.62286601089627)"
1132618,405566,1,"KAHVE CO.,",KAFENIO LAVAZZA,04/12/2018,12/01/2018,04/12/2018,27 W WASHINGTON ST,27,27,W,WASHINGTON,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883107941,-87.628911765,"(41.883107940568046, -87.6289117648292)"
1132591,390335,2,"HACIENDA LA AMISTAD RESTAURANT, CORPORATION",EL POTOSINO GRILL,04/12/2018,12/01/2018,04/12/2018,624 N ASHLAND AVE,624,624,N,ASHLAND,AVE,CHICAGO,,60622,1,35,1-35,12,41.893249886,-87.667356168,"(41.893249885934495, -87.66735616835486)"
1132433,381369,1,DUSEKS LLC,DUSEK'S BOARD AND BEER / PUNCH HOUSE,04/12/2018,12/01/2018,04/12/2018,1223-1227 W 18TH ST,1223,1223-1227,W,18TH,ST,CHICAGO,IL,60608,25,17,25-17,12,41.857827848,-87.657416572,"(41.8578278479898, -87.65741657223244)"
1132415,349624,1,ELLEN'S KITCHEN INC.,Devour 312,04/12/2018,12/01/2018,04/11/2018,1450 W WEBSTER AVE,1450,1450,W,WEBSTER,AVE,CHICAGO,IL,60614,2,37,2-37,18,41.921719499,-87.665019424,"(41.921719498801785, -87.66501942398847)"
1132392,353186,1,CAFFE STREETS INC.,CAFFE STREETS INC.,04/12/2018,12/01/2018,04/12/2018,1750 W DIVISION ST,1750,1750,W,DIVISION,ST,CHICAGO,IL,60622,1,5,1-5,14,41.903382537,-87.672031532,"(41.90338253745453, -87.67203153194586)"
1132383,343633,1,"GARELO, LLC",BEGGAR'S PIZZA,04/12/2018,12/01/2018,04/12/2018,310 S CLINTON ST,310,310,S,CLINTON,ST,CHICAGO,IL,60661,42,12,42-12,1,41.877658739,-87.641200178,"(41.87765873888189, -87.64120017764102)"
1132366,88619,2,"RAMBUTAN, LLC",PUB ROYALE,04/12/2018,12/01/2018,04/11/2018,2049 W DIVISION ST,2049,2049,W,DIVISION,ST,CHICAGO,IL,60622,1,3,1-3,12,41.903045578,-87.679195114,"(41.903045577773014, -87.67919511353082)"
1132312,64402,1,"1300 WELLINGTON, INC.",FARM BAR LAKEVIEW,04/12/2018,12/01/2018,04/12/2018,1300 W WELLINGTON AVE,1300,1300,W,WELLINGTON,AVE,CHICAGO,IL,60657,32,8,32-8,19,41.93626672,-87.661379645,"(41.93626672027453, -87.66137964487525)"
1131639,298727,13,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,03/22/2018,12/01/2018,03/21/2018,56 W RANDOLPH ST,56,56,W,RANDOLPH,ST,CHICAGO,IL,60601,42,9,42-9,1,41.884590839,-87.629997486,"(41.884590838986554, -87.62999748568865)"
1131638,298727,6,CBC RESTAURANT CORP.,CORNER BAKERY CAFE,03/22/2018,12/01/2018,03/21/2018,224 S MICHIGAN AVE,224,224,S,MICHIGAN,AVE,CHICAGO,IL,60604,42,9,42-9,1,41.878937382,-87.624483273,"(41.878937382427736, -87.62448327326041)"
1131636,36022,1,"ROSCOE-DAMEN, CORP.",COMMONWEALTH TAVERN,03/22/2018,12/01/2018,03/21/2018,2000 W ROSCOE ST,2000,2000,W,ROSCOE,ST,CHICAGO,IL,60618,32,21,32-21,19,41.943325138,-87.678514433,"(41.94332513800031, -87.67851443293753)"
1131631,6501,1,HAWKEYE'S BAR & GRILL INC,HAWKEYE'S BAR & GRILL INC,03/22/2018,12/01/2018,03/21/2018,1458 W TAYLOR ST,1458,1458,W,TAYLOR,ST,CHICAGO,IL,,28,26,28-26,12,41.869411103,-87.664017834,"(41.869411103369174, -87.66401783425155)"
1131558,397287,1,"4500 NORTH LINCOLN, LLC",GIDEON WELLES,03/22/2018,12/01/2018,03/22/2018,4500 N LINCOLN AVE,4500,4500,N,LINCOLN,AVE,CHICAGO,IL,60625,47,42,47-42,19,41.963228402,-87.685190443,"(41.96322840151295, -87.6851904429567)"
1131554,20335,1,"640 HUBBARD, INC.",CITY POOL HALL,03/22/2018,12/01/2018,03/19/2018,640 W HUBBARD ST,640,640,W,HUBBARD,ST,CHICAGO,IL,60654,27,11,27-11,12,41.890236753,-87.64442683,"(41.89023675339099, -87.64442682991817)"
1131552,349,1,"BUSTER CRAB, INC.",THE BUDLONG HOT CHICKEN,03/22/2018,12/01/2018,03/21/2018,1008 W ARMITAGE AVE,1008,1008,W,ARMITAGE,AVE,CHICAGO,IL,60614,43,10,43-10,18,41.918208568,-87.653757688,"(41.91820856763485, -87.65375768752133)"
1131543,394113,1,"SOUTHPORT BREWPUB, LLC",CORRIDOR BREWERY AND PROVISIONS,03/22/2018,12/01/2018,03/21/2018,3446 N SOUTHPORT AVE,3446,3446,N,SOUTHPORT,AVE,CHICAGO,IL,60657,44,43,44-43,19,41.944844005,-87.664103864,"(41.944844005377085, -87.66410386384709)"
1131541,369402,1,LAST BAY BEER COMPANY LLC,DRYHOP BREWERS,03/22/2018,12/01/2018,03/22/2018,3155 N BROADWAY,3155,3155,N,BROADWAY,,CHICAGO,IL,60657,44,30,44-30,19,41.939309677,-87.644228371,"(41.939309677466014, -87.64422837055051)"
1131527,16437,1,"WARNNING ENTERPRISES, INC.",BIRD'S NEST,03/22/2018,12/01/2018,03/21/2018,2500 N SOUTHPORT AVE,2500,2500,N,SOUTHPORT,AVE,CHICAGO,IL,60614,2,13,2-13,19,41.92707497,-87.663531089,"(41.92707497038625, -87.66353108891671)"
1131515,272987,1,"BAR COMPANY, LLC",CACTUS BAR AND GRILL,03/22/2018,12/01/2018,03/20/2018,404-412 S WELLS ST,404,404-412,S,WELLS,ST,CHICAGO,IL,60607,25,49,25-49,1,41.876694156,-87.633836838,"(41.8766941556357, -87.63383683833278)"
1131511,64048,3,"AT THE TRACKS, LTD",JEFFERSON TAP AND GRILLE AND THE LOFT,03/22/2018,12/01/2018,03/22/2018,323-25 N JEFFERSON ST,323,323-25,N,JEFFERSON,ST,CHICAGO,IL,60661,42,18,42-18,12,41.887531657,-87.642677932,"(41.88753165653888, -87.64267793249394)"
1131468,23957,1,TEMPO CAFE LIMITED,TEMPO CAFE,03/22/2018,12/01/2018,03/19/2018,6 E CHESTNUT ST,6,6,E,CHESTNUT,ST,CHICAGO,IL,60611,2,32,2-32,18,41.898431372,-87.628009163,"(41.89843137207629, -87.6280091630558)"
1131445,265878,5,ZENGO CAFFE INC.,TURQUOISE CAFE,03/22/2018,12/01/2018,03/22/2018,2147 W ROSCOE ST,2147,2147,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.943054831,-87.682735396,"(41.94305483117927, -87.68273539578196)"
1131394,378575,1,HILL COUNTRY BBQ INC.,BBQ Supply Co.,03/22/2018,12/01/2018,03/22/2018,6954 N WESTERN AVE,6954,6954,N,WESTERN,AVE,CHICAGO,IL,60645,50,15,50-15,24,42.00846047,-87.690303547,"(42.008460469947195, -87.69030354709533)"
1131389,397649,1,"AZZM, INC.",FOREVER YOGURT,03/22/2018,12/01/2018,03/20/2018,3510 N HALSTED ST,3510,3510,N,HALSTED,ST,CHICAGO,IL,60657,44,26,44-26,19,41.945777301,-87.649587777,"(41.94577730075354, -87.64958777668471)"
1131381,14298,1,"ROSCOE'S TAVERN, LTD.",ROSCOE'S TAVERN LTD,03/22/2018,12/01/2018,03/20/2018,3354-56 N HALSTED ST,3354,3354-56,N,HALSTED,ST,CHICAGO,IL,60657,44,42,44-42,19,41.943442912,-87.649517054,"(41.94344291172199, -87.64951705356305)"
1131325,242,1,BREHON CORPORATION,BREHON PUB,03/22/2018,12/01/2018,03/22/2018,731-33 N WELLS ST,731,731-33,N,WELLS,ST,CHICAGO,IL,60654,2,57,2-57,18,41.895647492,-87.634029865,"(41.89564749189664, -87.63402986481714)"
1131322,340934,1,ELATE LLC,TROQUET RIVER NORTH,03/22/2018,12/01/2018,03/22/2018,111 W HURON ST,111,111,W,HURON,ST,CHICAGO,IL,60654,42,46,42-46,18,41.894716004,-87.631716142,"(41.8947160042679, -87.63171614204819)"
1131279,46,1,"BUTCH MC GUIRE'S, INC.","BUTCH MC GUIRE'S, INC.",03/22/2018,12/01/2018,03/21/2018,20 W DIVISION ST,20,20,W,DIVISION,ST,CHICAGO,IL,60610,2,30,2-30,18,41.90403823,-87.629502324,"(41.90403823021623, -87.62950232369502)"
1133269,306481,1,"SAAJ CAFE, INC.",TAXIM,06/08/2018,12/01/2018,06/08/2018,1558 N MILWAUKEE AVE,1558,1558,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.909738341,-87.676692655,"(41.90973834112386, -87.67669265473931)"
1133264,357213,1,"2826-30 ARMITAGE, INC.",THE MOZART,06/08/2018,12/01/2018,06/08/2018,2826-2830 W ARMITAGE AVE,2826,2826-2830,W,ARMITAGE,AVE,CHICAGO,IL,60647,1,36,1-36,14,41.917588578,-87.698362759,"(41.91758857767914, -87.6983627585244)"
1133257,405732,1,NWJW LLC,RONERO,06/08/2018,12/01/2018,06/08/2018,738 W RANDOLPH ST,738,738,W,RANDOLPH,ST,CHICAGO,IL,60661,27,1,27-1,12,41.884517996,-87.647303831,"(41.88451799637232, -87.64730383120978)"
1132442,257900,1,"BLUE IGUANA-CHICAGO, INC.",THE RIVER OF CHICAGO,04/25/2018,12/01/2018,04/25/2018,2909-11 N SHEFFIELD AVE,2909,2909-11,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,29,44-29,19,41.934751362,-87.653783726,"(41.93475136249262, -87.6537837264664)"
1133772,422889,1,TEMPESTA MARKET LLC,TEMPESTA MARKET,06/07/2018,12/01/2018,06/07/2018,1372 W GRAND AVE,1372,1372,W,GRAND,AVE,CHICAGO,,60642,1,37,1-37,12,41.89114238,-87.661877902,"(41.891142380322094, -87.66187790188157)"
1133770,372735,9,KOSHER Q LLC,MILT'S EXTRA INNINGS,06/07/2018,12/01/2018,06/07/2018,3409 N BROADWAY,3409,3409,N,BROADWAY,,CHICAGO,,60657,44,12,44-12,19,41.943645679,-87.644851408,"(41.94364567850238, -87.64485140753132)"
1132957,313737,1,"DIVISION DRAFT, LLC",THE CHICAGO TEACHERS' LOUNGE & EATERY,04/30/2018,12/01/2018,04/30/2018,2525 W DIVISION ST,2525,2525,W,DIVISION,ST,CHICAGO,IL,60622,26,41,26-41,12,41.90287407,-87.690500186,"(41.9028740698569, -87.69050018633388)"
1132901,4641,1,"LUMATS, INC.",FIESTA MEXICANA RESTAURANT,04/30/2018,12/01/2018,04/30/2018,2423 N LINCOLN AVE,2423,2423,N,LINCOLN,AVE,CHICAGO,IL,60614,43,39,43-39,19,41.92603756,-87.649379085,"(41.92603755999104, -87.64937908456434)"
1132891,402970,2,"BUONA BEEF, LLC",BUONA,04/30/2018,12/01/2018,04/30/2018,613 - 617 N MCCLURG CT,613,613 - 617,N,MCCLURG,CT,CHICAGO,,60611,42,7,42-7,18,41.893119147,-87.617582502,"(41.893119147361546, -87.6175825016648)"
1132823,405991,1,AYDEN BABA LLC,DUNKIN DONUTS,04/30/2018,12/01/2018,04/30/2018,93 N CANAL ST,93,93,N,CANAL,ST,CHICAGO,IL,60606,42,21,42-21,1,41.883126523,-87.639587751,"(41.883126523396164, -87.63958775124475)"
1132822,312827,1,"ABSOLUTE GLOBAL INTEGRATION, CORP.",FRIENDS SUSHI,04/30/2018,12/01/2018,04/30/2018,710 N RUSH ST,710,710,N,RUSH,ST,CHICAGO,IL,60611,42,19,42-19,18,41.89532082,-87.625620099,"(41.89532082029217, -87.62562009892783)"
1132706,381791,1,R&R ON CHICAGO S CORP.,HERITAGE RESTAURANT & CAVIAR BAR,04/30/2018,12/01/2018,04/30/2018,2700 W CHICAGO AVE,2700,2700,W,CHICAGO,AVE,CHICAGO,IL,60622,26,53,26-53,12,41.895777621,-87.694300438,"(41.89577762053548, -87.69430043757517)"
1132679,331323,4,"EPIC BURGER, INC.",EPIC BURGER Inc.,04/30/2018,12/01/2018,04/12/2018,227 E ONTARIO ST,227,227,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893262977,-87.621958776,"(41.893262977315636, -87.6219587764921)"
1132589,357968,1,CARAVAN RESTAURANT LLC,CARAVAN,04/30/2018,12/01/2018,04/18/2018,4810 N BROADWAY,4810,4810,N,BROADWAY,,CHICAGO,IL,,46,40,46-40,20,41.969357482,-87.659826569,"(41.96935748217429, -87.65982656853042)"
1132585,259189,3,Chicago Pizza Department Corp.,CORK AND KERRY ON 33RD,04/30/2018,12/01/2018,04/30/2018,3258 S PRINCETON AVE,3258,3258,S,PRINCETON,AVE,CHICAGO,IL,60616,11,31,11-31,9,41.834650227,-87.634161817,"(41.83465022661981, -87.6341618168069)"
1132584,331323,1,"EPIC BURGER, INC.",EPIC BURGER,04/30/2018,12/01/2018,04/12/2018,517 S STATE ST,517,517,S,STATE,ST,CHICAGO,IL,60605,4,49,4-49,1,41.875313842,-87.627473116,"(41.875313842367994, -87.62747311617227)"
1132583,331323,5,"EPIC BURGER, INC.",EPIC BURGER Inc.,04/30/2018,12/01/2018,04/12/2018,40 E PEARSON ST,40,40,E,PEARSON,ST,CHICAGO,IL,60611,42,32,42-32,18,41.897651538,-87.626728956,"(41.897651537750946, -87.62672895599906)"
1132580,357462,1,SAKURA TEPPANYAKI LLC,SAKURA TEPPANYAKI AND SUSHI,04/30/2018,12/01/2018,04/12/2018,730 W DIVERSEY PKWY,730,730,W,DIVERSEY,PKWY,CHICAGO,IL,60614,44,45,44-45,19,41.932855322,-87.647737501,"(41.93285532207793, -87.64773750079577)"
1132447,4023,1,LA STELLA RISTORANTE CORP,LA FONTANELLA,04/30/2018,12/01/2018,04/30/2018,2414 S OAKLEY AVE,2414,2414,S,OAKLEY,AVE,CHICAGO,IL,60608,25,5,25-5,10,41.847912784,-87.68322664,"(41.847912783858966, -87.68322664007135)"
1132313,379567,1,DOC B'S RESTAURANT 001 LLC,DOC B'S FRESH KITCHEN,04/30/2018,12/01/2018,04/26/2018,100 E WALTON ST,100,100,E,WALTON,ST,CHICAGO,IL,60611,42,42,42-42,18,41.900096625,-87.625359341,"(41.90009662517738, -87.62535934070077)"
1132279,411619,1,"PURPLE LLAMA, INCORPORATED",PURPLE LLAMA COFFEE AND RECORDS,04/30/2018,12/01/2018,04/30/2018,2140 W DIVISION ST,2140,2140,W,DIVISION,ST,CHICAGO,IL,60622,2,3,2-3,14,41.903229293,-87.681339761,"(41.90322929302484, -87.68133976093554)"
1132253,270743,1,"Memories Inn, Inc.",SUNSET PHO CAFFE,04/30/2018,12/01/2018,04/30/2018,5726 N WESTERN AVE,5726,5726,N,WESTERN,AVE,CHICAGO,IL,60659,40,25,40-25,20,41.985813909,-87.689664193,"(41.98581390944315, -87.68966419321139)"
1131318,346731,1,THE MONKEY'S PAW LTD.,THE MONKEYS PAW,04/30/2018,12/01/2018,03/22/2018,2524 N SOUTHPORT AVE,2524,2524,N,SOUTHPORT,AVE,CHICAGO,IL,60614,2,13,2-13,19,41.927828199,-87.663555681,"(41.92782819932113, -87.66355568079454)"
1131278,3024,1,LAKE FRONT RESTAURANT INC,STELLA'S DINER,04/30/2018,12/01/2018,04/09/2018,3042 N BROADWAY,3042,3042,N,BROADWAY,,CHICAGO,IL,60657,44,6,44-6,19,41.937665034,-87.64446752,"(41.93766503448767, -87.6444675204252)"
1131066,391487,1,"PHO LOAN, INC.",PHO LOAN RESTAURANT,04/30/2018,12/01/2018,03/02/2018,1114 W ARGYLE ST,1114,1114,W,ARGYLE,ST,CHICAGO,IL,60640,48,56,48-56,20,41.973374895,-87.658399643,"(41.973374894885225, -87.65839964341109)"
1133180,353891,1,MAKING THE DONUTS LLC,QUIOTE / TODOS SANTOS,04/27/2018,12/01/2018,04/27/2018,2456 N CALIFORNIA AVE,2456,2456,N,CALIFORNIA,AVE,CHICAGO,IL,60647,1,12,1-12,14,41.926480288,-87.697607928,"(41.92648028782631, -87.69760792778989)"
1133133,306327,1,ECD-GREAT STREET LLC,THE WIT,04/27/2018,12/01/2018,04/27/2018,201 N STATE ST,201,201,N,STATE,ST,CHICAGO,IL,60601,42,9,42-9,1,41.885778195,-87.627793737,"(41.88577819486805, -87.62779373655565)"
1133130,6979,1,BERTOS INC,TAC QUICK,04/27/2018,12/01/2018,04/27/2018,1011 W IRVING PARK RD,1011,1011,W,IRVING PARK,RD,CHICAGO,IL,60613,46,18,46-18,19,41.954371765,-87.654998108,"(41.95437176489459, -87.65499810825563)"
1133120,398140,1,D FRUTA LA VIDA LLC,D FRUTA LA VIDA LLC,04/27/2018,12/01/2018,04/27/2018,3739 W FULLERTON AVE,3739,3739,W,FULLERTON,AVE,CHICAGO,IL,60647,35,35,35-35,25,41.92444283,-87.721033443,"(41.924442829878934, -87.72103344273066)"
1133117,381392,1,1001 WINCHESTER LLC,THE WINCHESTER,04/27/2018,12/01/2018,04/27/2018,1001 N WINCHESTER AVE,1001,1001,N,WINCHESTER,AVE,CHICAGO,,60622,2,3,2-3,12,41.899664185,-87.675786548,"(41.8996641853712, -87.67578654766524)"
1133043,368691,1,"PICCOLO SOGNO DUE, LLC",NONNINA,04/27/2018,12/01/2018,04/27/2018,340 N CLARK ST,340,340,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.888526714,-87.631191374,"(41.888526713886016, -87.63119137435383)"
